Date,Magasin,Produit_ID,Stock_disponible
2024-01-01,Magasin_5,Produit_4,45
2024-01-01,Magasin_5,Produit_5,53
2024-01-01,Magasin_5,Produit_6,30
2024-01-01,Magasin_5,Produit_7,43
2024-01-01,Magasin_5,Produit_8,55
2024-01-01,Magasin_5,Produit_9,48
2024-01-01,Magasin_5,Produit_10,54
2024-01-01,Magasin_5,Produit_11,59
2024-01-01,Magasin_5,Produit_12,55
2024-01-01,Magasin_5,Produit_13,53
2024-01-01,Magasin_5,Produit_14,51
2024-01-01,Magasin_5,Produit_15,44
2024-01-01,Magasin_5,Produit_16,40
2024-01-01,Magasin_5,Produit_17,63
2024-01-01,Magasin_5,Produit_18,57
2024-01-01,Magasin_5,Produit_19,42
2024-01-01,Magasin_5,Produit_20,50
2024-01-02,Magasin_1,Produit_1,36
2024-01-02,Magasin_1,Produit_2,45
2024-01-02,Magasin_1,Produit_3,55
2024-01-02,Magasin_1,Produit_4,52
2024-01-02,Magasin_1,Produit_5,51
2024-01-02,Magasin_1,Produit_6,41
2024-01-02,Magasin_1,Produit_7,39
2024-01-02,Magasin_1,Produit_8,59
2024-01-02,Magasin_1,Produit_9,66
2024-01-02,Magasin_1,Produit_10,55
2024-01-02,Magasin_1,Produit_11,48
2024-01-02,Magasin_1,Produit_12,62
2024-01-02,Magasin_1,Produit_13,41
2024-01-02,Magasin_1,Produit_14,60
2024-01-02,Magasin_1,Produit_15,44
2024-01-02,Magasin_1,Produit_16,44
2024-01-02,Magasin_1,Produit_17,46
2024-01-02,Magasin_1,Produit_18,48
2024-01-02,Magasin_1,Produit_19,59
2024-01-02,Magasin_1,Produit_20,36
2024-01-02,Magasin_2,Produit_1,43
2024-01-02,Magasin_2,Produit_2,52
2024-01-02,Magasin_2,Produit_3,55
2024-01-02,Magasin_2,Produit_4,32
2024-01-02,Magasin_2,Produit_5,42
2024-01-02,Magasin_2,Produit_6,32
2024-01-02,Magasin_2,Produit_7,43
2024-01-02,Magasin_2,Produit_8,45
2024-01-02,Magasin_2,Produit_9,55
2024-01-02,Magasin_2,Produit_10,27
2024-01-02,Magasin_2,Produit_11,56
2024-01-02,Magasin_2,Produit_12,44
2024-01-02,Magasin_2,Produit_13,46
2024-01-02,Magasin_2,Produit_14,59
2024-01-02,Magasin_2,Produit_15,63
2024-01-02,Magasin_2,Produit_16,43
2024-01-02,Magasin_2,Produit_17,43
2024-01-02,Magasin_2,Produit_18,46
2024-01-02,Magasin_2,Produit_19,43
2024-01-02,Magasin_2,Produit_20,35
2024-01-02,Magasin_3,Produit_1,49
2024-01-02,Magasin_3,Produit_2,43
2024-01-02,Magasin_3,Produit_3,50
2024-01-02,Magasin_3,Produit_4,67
2024-01-02,Magasin_3,Produit_5,48
2024-01-02,Magasin_3,Produit_6,42
2024-01-02,Magasin_3,Produit_7,47
2024-01-02,Magasin_3,Produit_8,51
2024-01-02,Magasin_3,Produit_9,48
2024-01-02,Magasin_3,Produit_10,44
2024-01-02,Magasin_3,Produit_11,33
2024-01-02,Magasin_3,Produit_12,56
2024-01-02,Magasin_3,Produit_13,41
2024-01-02,Magasin_3,Produit_14,64
2024-01-02,Magasin_3,Produit_15,46
2024-01-02,Magasin_3,Produit_16,44
2024-01-02,Magasin_3,Produit_17,45
2024-01-02,Magasin_3,Produit_18,51
2024-01-02,Magasin_3,Produit_19,41
2024-01-02,Magasin_3,Produit_20,43
2024-01-02,Magasin_4,Produit_1,56
2024-01-02,Magasin_4,Produit_2,39
2024-01-02,Magasin_4,Produit_3,55
2024-01-02,Magasin_4,Produit_4,58
2024-01-02,Magasin_4,Produit_5,56
2024-01-02,Magasin_4,Produit_6,52
2024-01-02,Magasin_4,Produit_7,31
2024-01-02,Magasin_4,Produit_8,37
2024-01-02,Magasin_4,Produit_9,36
2024-01-02,Magasin_4,Produit_10,46
2024-01-02,Magasin_4,Produit_11,50
2024-01-02,Magasin_4,Produit_12,38
2024-01-02,Magasin_4,Produit_13,48
2024-01-02,Magasin_4,Produit_14,56
2024-01-02,Magasin_4,Produit_15,40
2024-01-02,Magasin_4,Produit_16,41
2024-01-02,Magasin_4,Produit_17,61
2024-01-02,Magasin_4,Produit_18,40
2024-01-02,Magasin_4,Produit_19,53
2024-01-02,Magasin_4,Produit_20,62
2024-01-02,Magasin_5,Produit_1,38
2024-01-02,Magasin_5,Produit_2,38
2024-01-02,Magasin_5,Produit_3,47
2024-01-02,Magasin_5,Produit_4,50
2024-01-02,Magasin_5,Produit_5,43
2024-01-02,Magasin_5,Produit_6,69
2024-01-02,Magasin_5,Produit_7,55
2024-01-02,Magasin_5,Produit_8,41
2024-01-02,Magasin_5,Produit_9,36
2024-01-02,Magasin_5,Produit_10,49
2024-01-02,Magasin_5,Produit_11,54
2024-01-02,Magasin_5,Produit_12,68
2024-01-02,Magasin_5,Produit_13,50
2024-01-02,Magasin_5,Produit_14,47
2024-01-02,Magasin_5,Produit_15,40
2024-01-02,Magasin_5,Produit_16,53
2024-01-02,Magasin_5,Produit_17,60
2024-01-02,Magasin_5,Produit_18,32
2024-01-02,Magasin_5,Produit_19,50
2024-01-02,Magasin_5,Produit_20,39
2024-01-03,Magasin_1,Produit_1,36
2024-01-03,Magasin_1,Produit_2,66
2024-01-03,Magasin_1,Produit_3,58
2024-01-03,Magasin_1,Produit_4,43
2024-01-03,Magasin_1,Produit_5,48
2024-01-03,Magasin_1,Produit_6,46
2024-01-03,Magasin_1,Produit_7,38
2024-01-03,Magasin_1,Produit_8,44
2024-01-03,Magasin_1,Produit_9,57
2024-01-03,Magasin_1,Produit_10,44
2024-01-03,Magasin_1,Produit_11,54
2024-01-03,Magasin_1,Produit_12,44
2024-01-03,Magasin_1,Produit_13,38
2024-01-03,Magasin_1,Produit_14,61
2024-01-03,Magasin_1,Produit_15,28
2024-01-03,Magasin_1,Produit_16,67
2024-01-03,Magasin_1,Produit_17,59
2024-01-03,Magasin_1,Produit_18,51
2024-01-03,Magasin_1,Produit_19,45
2024-01-03,Magasin_1,Produit_20,46
2024-01-03,Magasin_2,Produit_1,52
2024-01-03,Magasin_2,Produit_2,51
2024-01-03,Magasin_2,Produit_3,40
2024-01-03,Magasin_2,Produit_4,50
2024-01-03,Magasin_2,Produit_5,52
2024-01-03,Magasin_2,Produit_6,46
2024-01-03,Magasin_2,Produit_7,72
2024-01-03,Magasin_2,Produit_8,48
2024-01-03,Magasin_2,Produit_9,32
2024-01-03,Magasin_2,Produit_10,39
2024-01-03,Magasin_2,Produit_11,57
2024-01-03,Magasin_2,Produit_12,42
2024-01-03,Magasin_2,Produit_13,40
2024-01-03,Magasin_2,Produit_14,63
2024-01-03,Magasin_2,Produit_15,51
2024-01-03,Magasin_2,Produit_16,43
2024-01-03,Magasin_2,Produit_17,22
2024-01-03,Magasin_2,Produit_18,56
2024-01-03,Magasin_2,Produit_19,50
2024-01-03,Magasin_2,Produit_20,63
2024-01-03,Magasin_3,Produit_1,39
2024-01-03,Magasin_3,Produit_2,46
2024-01-03,Magasin_3,Produit_3,52
2024-01-03,Magasin_3,Produit_4,62
2024-01-03,Magasin_3,Produit_5,52
2024-01-03,Magasin_3,Produit_6,42
2024-01-03,Magasin_3,Produit_7,62
2024-01-03,Magasin_3,Produit_8,46
2024-01-03,Magasin_3,Produit_9,51
2024-01-03,Magasin_3,Produit_10,57
2024-01-03,Magasin_3,Produit_11,65
2024-01-03,Magasin_3,Produit_12,53
2024-01-03,Magasin_3,Produit_13,75
2024-01-03,Magasin_3,Produit_14,49
2024-01-03,Magasin_3,Produit_15,52
2024-01-03,Magasin_3,Produit_16,43
2024-01-03,Magasin_3,Produit_17,53
2024-01-03,Magasin_3,Produit_18,52
2024-01-03,Magasin_3,Produit_19,60
2024-01-03,Magasin_3,Produit_20,54
2024-01-03,Magasin_4,Produit_1,44
2024-01-03,Magasin_4,Produit_2,52
2024-01-03,Magasin_4,Produit_3,43
2024-01-03,Magasin_4,Produit_4,55
2024-01-03,Magasin_4,Produit_5,44
2024-01-03,Magasin_4,Produit_6,36
2024-01-03,Magasin_4,Produit_7,38
2024-01-03,Magasin_4,Produit_8,38
2024-01-03,Magasin_4,Produit_9,44
2024-01-03,Magasin_4,Produit_10,41
2024-01-03,Magasin_4,Produit_11,49
2024-01-03,Magasin_4,Produit_12,46
2024-01-03,Magasin_4,Produit_13,55
2024-01-03,Magasin_4,Produit_14,53
2024-01-03,Magasin_4,Produit_15,46
2024-01-03,Magasin_4,Produit_16,62
2024-01-03,Magasin_4,Produit_17,40
2024-01-03,Magasin_4,Produit_18,60
2024-01-03,Magasin_4,Produit_19,51
2024-01-03,Magasin_4,Produit_20,46
2024-01-03,Magasin_5,Produit_1,61
2024-01-03,Magasin_5,Produit_2,55
2024-01-03,Magasin_5,Produit_3,39
2024-01-03,Magasin_5,Produit_4,53
2024-01-03,Magasin_5,Produit_5,53
2024-01-03,Magasin_5,Produit_6,60
2024-01-03,Magasin_5,Produit_7,55
2024-01-03,Magasin_5,Produit_8,56
2024-01-03,Magasin_5,Produit_9,45
2024-01-03,Magasin_5,Produit_10,47
2024-01-03,Magasin_5,Produit_11,47
2024-01-03,Magasin_5,Produit_12,34
2024-01-03,Magasin_5,Produit_13,62
2024-01-03,Magasin_5,Produit_14,38
2024-01-03,Magasin_5,Produit_15,52
2024-01-03,Magasin_5,Produit_16,46
2024-01-03,Magasin_5,Produit_17,47
2024-01-03,Magasin_5,Produit_18,56
2024-01-03,Magasin_5,Produit_19,42
2024-01-03,Magasin_5,Produit_20,54
2024-01-04,Magasin_1,Produit_1,54
2024-01-04,Magasin_1,Produit_2,42
2024-01-04,Magasin_1,Produit_3,59
2024-01-04,Magasin_1,Produit_4,63
2024-01-04,Magasin_1,Produit_5,70
2024-01-04,Magasin_1,Produit_6,47
2024-01-04,Magasin_1,Produit_7,51
2024-01-04,Magasin_1,Produit_8,52
2024-01-04,Magasin_1,Produit_9,56
2024-01-04,Magasin_1,Produit_10,67
2024-01-04,Magasin_1,Produit_11,54
2024-01-04,Magasin_1,Produit_12,55
2024-01-04,Magasin_1,Produit_13,39
2024-01-04,Magasin_1,Produit_14,70
2024-01-04,Magasin_1,Produit_15,45
2024-01-04,Magasin_1,Produit_16,23
2024-01-04,Magasin_1,Produit_17,27
2024-01-04,Magasin_1,Produit_18,53
2024-01-04,Magasin_1,Produit_19,37
2024-01-04,Magasin_1,Produit_20,50
2024-01-04,Magasin_2,Produit_1,35
2024-01-04,Magasin_2,Produit_2,53
2024-01-04,Magasin_2,Produit_3,55
2024-01-04,Magasin_2,Produit_4,51
2024-01-04,Magasin_2,Produit_5,43
2024-01-04,Magasin_2,Produit_6,58
2024-01-04,Magasin_2,Produit_7,46
2024-01-04,Magasin_2,Produit_8,48
2024-01-04,Magasin_2,Produit_9,44
2024-01-04,Magasin_2,Produit_10,47
2024-01-04,Magasin_2,Produit_11,68
2024-01-04,Magasin_2,Produit_12,49
2024-01-04,Magasin_2,Produit_13,37
2024-01-04,Magasin_2,Produit_14,40
2024-01-04,Magasin_2,Produit_15,47
2024-01-04,Magasin_2,Produit_16,42
2024-01-04,Magasin_2,Produit_17,59
2024-01-04,Magasin_2,Produit_18,35
2024-01-04,Magasin_2,Produit_19,48
2024-01-04,Magasin_2,Produit_20,60
2024-01-04,Magasin_3,Produit_1,43
2024-01-04,Magasin_3,Produit_2,54
2024-01-04,Magasin_3,Produit_3,49
2024-01-04,Magasin_3,Produit_4,49
2024-01-04,Magasin_3,Produit_5,55
2024-01-04,Magasin_3,Produit_6,31
2024-01-04,Magasin_3,Produit_7,62
2024-01-04,Magasin_3,Produit_8,31
2024-01-04,Magasin_3,Produit_9,61
2024-01-04,Magasin_3,Produit_10,54
2024-01-04,Magasin_3,Produit_11,54
2024-01-04,Magasin_3,Produit_12,66
2024-01-04,Magasin_3,Produit_13,61
2024-01-04,Magasin_3,Produit_14,58
2024-01-04,Magasin_3,Produit_15,47
2024-01-04,Magasin_3,Produit_16,46
2024-01-04,Magasin_3,Produit_17,58
2024-01-04,Magasin_3,Produit_18,54
2024-01-04,Magasin_3,Produit_19,53
2024-01-04,Magasin_3,Produit_20,49
2024-01-04,Magasin_4,Produit_1,45
2024-01-04,Magasin_4,Produit_2,36
2024-01-04,Magasin_4,Produit_3,56
2024-01-04,Magasin_4,Produit_4,48
2024-01-04,Magasin_4,Produit_5,47
2024-01-04,Magasin_4,Produit_6,31
2024-01-04,Magasin_4,Produit_7,50
2024-01-04,Magasin_4,Produit_8,36
2024-01-04,Magasin_4,Produit_9,45
2024-01-04,Magasin_4,Produit_10,57
2024-01-04,Magasin_4,Produit_11,50
2024-01-04,Magasin_4,Produit_12,48
2024-01-04,Magasin_4,Produit_13,42
2024-01-04,Magasin_4,Produit_14,44
2024-01-04,Magasin_4,Produit_15,65
2024-01-04,Magasin_4,Produit_16,57
2024-01-04,Magasin_4,Produit_17,45
2024-01-04,Magasin_4,Produit_18,48
2024-01-04,Magasin_4,Produit_19,52
2024-01-04,Magasin_4,Produit_20,54
2024-01-04,Magasin_5,Produit_1,49
2024-01-04,Magasin_5,Produit_2,32
2024-01-04,Magasin_5,Produit_3,49
2024-01-04,Magasin_5,Produit_4,49
2024-01-04,Magasin_5,Produit_5,70
2024-01-04,Magasin_5,Produit_6,76
2024-01-04,Magasin_5,Produit_7,56
2024-01-04,Magasin_5,Produit_8,43
2024-01-04,Magasin_5,Produit_9,56
2024-01-04,Magasin_5,Produit_10,33
2024-01-04,Magasin_5,Produit_11,44
2024-01-04,Magasin_5,Produit_12,33
2024-01-04,Magasin_5,Produit_13,55
2024-01-04,Magasin_5,Produit_14,37
2024-01-04,Magasin_5,Produit_15,47
2024-01-04,Magasin_5,Produit_16,49
2024-01-04,Magasin_5,Produit_17,49
2024-01-04,Magasin_5,Produit_18,45
2024-01-04,Magasin_5,Produit_19,53
2024-01-04,Magasin_5,Produit_20,37
2024-01-05,Magasin_1,Produit_1,67
2024-01-05,Magasin_1,Produit_2,39
2024-01-05,Magasin_1,Produit_3,50
2024-01-05,Magasin_1,Produit_4,56
2024-01-05,Magasin_1,Produit_5,56
2024-01-05,Magasin_1,Produit_6,57
2024-01-05,Magasin_1,Produit_7,34
2024-01-05,Magasin_1,Produit_8,40
2024-01-05,Magasin_1,Produit_9,51
2024-01-05,Magasin_1,Produit_10,54
2024-01-05,Magasin_1,Produit_11,62
2024-01-05,Magasin_1,Produit_12,44
2024-01-05,Magasin_1,Produit_13,40
2024-01-05,Magasin_1,Produit_14,44
2024-01-05,Magasin_1,Produit_15,72
2024-01-05,Magasin_1,Produit_16,65
2024-01-05,Magasin_1,Produit_17,48
2024-01-05,Magasin_1,Produit_18,62
2024-01-05,Magasin_1,Produit_19,44
2024-01-05,Magasin_1,Produit_20,59
2024-01-05,Magasin_2,Produit_1,36
2024-01-05,Magasin_2,Produit_2,53
2024-01-05,Magasin_2,Produit_3,60
2024-01-05,Magasin_2,Produit_4,46
2024-01-05,Magasin_2,Produit_5,56
2024-01-05,Magasin_2,Produit_6,44
2024-01-05,Magasin_2,Produit_7,53
2024-01-05,Magasin_2,Produit_8,45
2024-01-05,Magasin_2,Produit_9,58
2024-01-05,Magasin_2,Produit_10,37
2024-01-05,Magasin_2,Produit_11,39
2024-01-05,Magasin_2,Produit_12,63
2024-01-05,Magasin_2,Produit_13,25
2024-01-05,Magasin_2,Produit_14,43
2024-01-05,Magasin_2,Produit_15,48
2024-01-05,Magasin_2,Produit_16,53
2024-01-05,Magasin_2,Produit_17,45
2024-01-05,Magasin_2,Produit_18,38
2024-01-05,Magasin_2,Produit_19,62
2024-01-05,Magasin_2,Produit_20,60
2024-01-05,Magasin_3,Produit_1,46
2024-01-05,Magasin_3,Produit_2,32
2024-01-05,Magasin_3,Produit_3,53
2024-01-05,Magasin_3,Produit_4,51
2024-01-05,Magasin_3,Produit_5,43
2024-01-05,Magasin_3,Produit_6,30
2024-01-05,Magasin_3,Produit_7,47
2024-01-05,Magasin_3,Produit_8,57
2024-01-05,Magasin_3,Produit_9,59
2024-01-05,Magasin_3,Produit_10,49
2024-01-05,Magasin_3,Produit_11,43
2024-01-05,Magasin_3,Produit_12,57
2024-01-05,Magasin_3,Produit_13,38
2024-01-05,Magasin_3,Produit_14,36
2024-01-05,Magasin_3,Produit_15,49
2024-01-05,Magasin_3,Produit_16,65
2024-01-05,Magasin_3,Produit_17,65
2024-01-05,Magasin_3,Produit_18,36
2024-01-05,Magasin_3,Produit_19,45
2024-01-05,Magasin_3,Produit_20,74
2024-01-05,Magasin_4,Produit_1,43
2024-01-05,Magasin_4,Produit_2,66
2024-01-05,Magasin_4,Produit_3,59
2024-01-05,Magasin_4,Produit_4,61
2024-01-05,Magasin_4,Produit_5,45
2024-01-05,Magasin_4,Produit_6,45
2024-01-05,Magasin_4,Produit_7,40
2024-01-05,Magasin_4,Produit_8,57
2024-01-05,Magasin_4,Produit_9,33
2024-01-05,Magasin_4,Produit_10,48
2024-01-05,Magasin_4,Produit_11,66
2024-01-05,Magasin_4,Produit_12,55
2024-01-05,Magasin_4,Produit_13,60
2024-01-05,Magasin_4,Produit_14,33
2024-01-05,Magasin_4,Produit_15,40
2024-01-05,Magasin_4,Produit_16,61
2024-01-05,Magasin_4,Produit_17,51
2024-01-05,Magasin_4,Produit_18,39
2024-01-05,Magasin_4,Produit_19,56
2024-01-05,Magasin_4,Produit_20,44
2024-01-05,Magasin_5,Produit_1,75
2024-01-05,Magasin_5,Produit_2,55
2024-01-05,Magasin_5,Produit_3,40
2024-01-05,Magasin_5,Produit_4,58
2024-01-05,Magasin_5,Produit_5,66
2024-01-05,Magasin_5,Produit_6,49
2024-01-05,Magasin_5,Produit_7,42
2024-01-05,Magasin_5,Produit_8,50
2024-01-05,Magasin_5,Produit_9,43
2024-01-05,Magasin_5,Produit_10,47
2024-01-05,Magasin_5,Produit_11,36
2024-01-05,Magasin_5,Produit_12,58
2024-01-05,Magasin_5,Produit_13,38
2024-01-05,Magasin_5,Produit_14,56
2024-01-05,Magasin_5,Produit_15,46
2024-01-05,Magasin_5,Produit_16,52
2024-01-05,Magasin_5,Produit_17,45
2024-01-05,Magasin_5,Produit_18,51
2024-01-05,Magasin_5,Produit_19,54
2024-01-05,Magasin_5,Produit_20,46
2024-01-06,Magasin_1,Produit_1,32
2024-01-06,Magasin_1,Produit_2,53
2024-01-06,Magasin_1,Produit_3,53
2024-01-06,Magasin_1,Produit_4,35
2024-01-06,Magasin_1,Produit_5,40
2024-01-06,Magasin_1,Produit_6,46
2024-01-06,Magasin_1,Produit_7,27
2024-01-06,Magasin_1,Produit_8,57
2024-01-06,Magasin_1,Produit_9,45
2024-01-06,Magasin_1,Produit_10,52
2024-01-06,Magasin_1,Produit_11,39
2024-01-06,Magasin_1,Produit_12,70
2024-01-06,Magasin_1,Produit_13,35
2024-01-06,Magasin_1,Produit_14,45
2024-01-06,Magasin_1,Produit_15,61
2024-01-06,Magasin_1,Produit_16,38
2024-01-06,Magasin_1,Produit_17,50
2024-01-06,Magasin_1,Produit_18,56
2024-01-06,Magasin_1,Produit_19,34
2024-01-06,Magasin_1,Produit_20,43
2024-01-06,Magasin_2,Produit_1,51
2024-01-06,Magasin_2,Produit_2,54
2024-01-06,Magasin_2,Produit_3,41
2024-01-06,Magasin_2,Produit_4,68
2024-01-06,Magasin_2,Produit_5,54
2024-01-06,Magasin_2,Produit_6,57
2024-01-06,Magasin_2,Produit_7,57
2024-01-06,Magasin_2,Produit_8,34
2024-01-06,Magasin_2,Produit_9,48
2024-01-06,Magasin_2,Produit_10,49
2024-01-06,Magasin_2,Produit_11,47
2024-01-06,Magasin_2,Produit_12,52
2024-01-06,Magasin_2,Produit_13,28
2024-01-06,Magasin_2,Produit_14,51
2024-01-06,Magasin_2,Produit_15,46
2024-01-06,Magasin_2,Produit_16,28
2024-01-06,Magasin_2,Produit_17,54
2024-01-06,Magasin_2,Produit_18,38
2024-01-06,Magasin_2,Produit_19,46
2024-01-06,Magasin_2,Produit_20,47
2024-01-06,Magasin_3,Produit_1,31
2024-01-06,Magasin_3,Produit_2,32
2024-01-06,Magasin_3,Produit_3,55
2024-01-06,Magasin_3,Produit_4,43
2024-01-06,Magasin_3,Produit_5,46
2024-01-06,Magasin_3,Produit_6,50
2024-01-06,Magasin_3,Produit_7,32
2024-01-06,Magasin_3,Produit_8,45
2024-01-06,Magasin_3,Produit_9,48
2024-01-06,Magasin_3,Produit_10,67
2024-01-06,Magasin_3,Produit_11,40
2024-01-06,Magasin_3,Produit_12,57
2024-01-06,Magasin_3,Produit_13,49
2024-01-06,Magasin_3,Produit_14,38
2024-01-06,Magasin_3,Produit_15,43
2024-01-06,Magasin_3,Produit_16,58
2024-01-06,Magasin_3,Produit_17,57
2024-01-06,Magasin_3,Produit_18,44
2024-01-06,Magasin_3,Produit_19,53
2024-01-06,Magasin_3,Produit_20,39
2024-01-06,Magasin_4,Produit_1,48
2024-01-06,Magasin_4,Produit_2,45
2024-01-06,Magasin_4,Produit_3,59
2024-01-06,Magasin_4,Produit_4,54
2024-01-06,Magasin_4,Produit_5,43
2024-01-06,Magasin_4,Produit_6,44
2024-01-06,Magasin_4,Produit_7,49
2024-01-06,Magasin_4,Produit_8,48
2024-01-06,Magasin_4,Produit_9,47
2024-01-06,Magasin_4,Produit_10,46
2024-01-06,Magasin_4,Produit_11,63
2024-01-06,Magasin_4,Produit_12,45
2024-01-06,Magasin_4,Produit_13,52
2024-01-06,Magasin_4,Produit_14,74
2024-01-06,Magasin_4,Produit_15,41
2024-01-06,Magasin_4,Produit_16,51
2024-01-06,Magasin_4,Produit_17,52
2024-01-06,Magasin_4,Produit_18,49
2024-01-06,Magasin_4,Produit_19,50
2024-01-06,Magasin_4,Produit_20,41
2024-01-06,Magasin_5,Produit_1,53
2024-01-06,Magasin_5,Produit_2,31
2024-01-06,Magasin_5,Produit_3,67
2024-01-06,Magasin_5,Produit_4,67
2024-01-06,Magasin_5,Produit_5,46
2024-01-06,Magasin_5,Produit_6,60
2024-01-06,Magasin_5,Produit_7,47
2024-01-06,Magasin_5,Produit_8,50
2024-01-06,Magasin_5,Produit_9,43
2024-01-06,Magasin_5,Produit_10,58
2024-01-06,Magasin_5,Produit_11,44
2024-01-06,Magasin_5,Produit_12,57
2024-01-06,Magasin_5,Produit_13,49
2024-01-06,Magasin_5,Produit_14,49
2024-01-06,Magasin_5,Produit_15,35
2024-01-06,Magasin_5,Produit_16,50
2024-01-06,Magasin_5,Produit_17,38
2024-01-06,Magasin_5,Produit_18,50
2024-01-06,Magasin_5,Produit_19,69
2024-01-06,Magasin_5,Produit_20,36
2024-01-07,Magasin_1,Produit_1,48
2024-01-07,Magasin_1,Produit_2,43
2024-01-07,Magasin_1,Produit_3,39
2024-01-07,Magasin_1,Produit_4,42
2024-01-07,Magasin_1,Produit_5,64
2024-01-07,Magasin_1,Produit_6,67
2024-01-07,Magasin_1,Produit_7,39
2024-01-07,Magasin_1,Produit_8,54
2024-01-07,Magasin_1,Produit_9,40
2024-01-07,Magasin_1,Produit_10,43
2024-01-07,Magasin_1,Produit_11,29
2024-01-07,Magasin_1,Produit_12,71
2024-01-07,Magasin_1,Produit_13,60
2024-01-07,Magasin_1,Produit_14,43
2024-01-07,Magasin_1,Produit_15,52
2024-01-07,Magasin_1,Produit_16,46
2024-01-07,Magasin_1,Produit_17,59
2024-01-07,Magasin_1,Produit_18,46
2024-01-07,Magasin_1,Produit_19,48
2024-01-07,Magasin_1,Produit_20,43
2024-01-07,Magasin_2,Produit_1,56
2024-01-07,Magasin_2,Produit_2,72
2024-01-07,Magasin_2,Produit_3,47
2024-01-07,Magasin_2,Produit_4,47
2024-01-07,Magasin_2,Produit_5,49
2024-01-07,Magasin_2,Produit_6,52
2024-01-07,Magasin_2,Produit_7,47
2024-01-07,Magasin_2,Produit_8,46
2024-01-07,Magasin_2,Produit_9,50
2024-01-07,Magasin_2,Produit_10,32
2024-01-07,Magasin_2,Produit_11,44
2024-01-07,Magasin_2,Produit_12,29
2024-01-07,Magasin_2,Produit_13,45
2024-01-07,Magasin_2,Produit_14,40
